Day;Animals;Grasses;EmptySquares;AvgEnergy;AvgLifeSpan;AvgChildren;MostPopularGenotype
69;0;100;0;0,00;11,92;0,00;
70;0;100;0;0,00;11,92;0,00;
71;0;100;0;0,00;11,92;0,00;
72;0;100;0;0,00;11,92;0,00;
73;0;100;0;0,00;11,92;0,00;
74;0;100;0;0,00;11,92;0,00;
75;0;100;0;0,00;11,92;0,00;
76;0;100;0;0,00;11,92;0,00;
77;0;100;0;0,00;11,92;0,00;
78;0;100;0;0,00;11,92;0,00;
79;0;100;0;0,00;11,92;0,00;
80;0;100;0;0,00;11,92;0,00;
81;0;100;0;0,00;11,92;0,00;
82;0;100;0;0,00;11,92;0,00;
83;0;100;0;0,00;11,92;0,00;
84;0;100;0;0,00;11,92;0,00;
85;0;100;0;0,00;11,92;0,00;
86;0;100;0;0,00;11,92;0,00;
87;0;100;0;0,00;11,92;0,00;
88;0;100;0;0,00;11,92;0,00;
89;0;100;0;0,00;11,92;0,00;
90;0;100;0;0,00;11,92;0,00;
91;0;100;0;0,00;11,92;0,00;
92;0;100;0;0,00;11,92;0,00;
93;0;100;0;0,00;11,92;0,00;
94;0;100;0;0,00;11,92;0,00;
95;0;100;0;0,00;11,92;0,00;
96;0;100;0;0,00;11,92;0,00;
97;0;100;0;0,00;11,92;0,00;
98;0;100;0;0,00;11,92;0,00;
99;0;100;0;0,00;11,92;0,00;
100;0;100;0;0,00;11,92;0,00;
101;0;100;0;0,00;11,92;0,00;
102;0;100;0;0,00;11,92;0,00;
103;0;100;0;0,00;11,92;0,00;
104;0;100;0;0,00;11,92;0,00;
105;0;100;0;0,00;11,92;0,00;
106;0;100;0;0,00;11,92;0,00;
107;0;100;0;0,00;11,92;0,00;
108;0;100;0;0,00;11,92;0,00;
109;0;100;0;0,00;11,92;0,00;
110;0;100;0;0,00;11,92;0,00;
111;0;100;0;0,00;11,92;0,00;
112;0;100;0;0,00;11,92;0,00;
113;0;100;0;0,00;11,92;0,00;
114;0;100;0;0,00;11,92;0,00;
115;0;100;0;0,00;11,92;0,00;
116;0;100;0;0,00;11,92;0,00;
117;0;100;0;0,00;11,92;0,00;
118;0;100;0;0,00;11,92;0,00;
119;0;100;0;0,00;11,92;0,00;
120;0;100;0;0,00;11,92;0,00;
121;0;100;0;0,00;11,92;0,00;
122;0;100;0;0,00;11,92;0,00;
123;0;100;0;0,00;11,92;0,00;
124;0;100;0;0,00;11,92;0,00;
125;0;100;0;0,00;11,92;0,00;
126;0;100;0;0,00;11,92;0,00;
127;0;100;0;0,00;11,92;0,00;
128;0;100;0;0,00;11,92;0,00;
129;0;100;0;0,00;11,92;0,00;
130;0;100;0;0,00;11,92;0,00;
131;0;100;0;0,00;11,92;0,00;
132;0;100;0;0,00;11,92;0,00;
133;0;100;0;0,00;11,92;0,00;
134;0;100;0;0,00;11,92;0,00;
135;0;100;0;0,00;11,92;0,00;
136;0;100;0;0,00;11,92;0,00;
137;0;100;0;0,00;11,92;0,00;
138;0;100;0;0,00;11,92;0,00;
139;0;100;0;0,00;11,92;0,00;
140;0;100;0;0,00;11,92;0,00;
141;0;100;0;0,00;11,92;0,00;
142;0;100;0;0,00;11,92;0,00;
143;0;100;0;0,00;11,92;0,00;
144;0;100;0;0,00;11,92;0,00;
145;0;100;0;0,00;11,92;0,00;
146;0;100;0;0,00;11,92;0,00;
147;0;100;0;0,00;11,92;0,00;
148;0;100;0;0,00;11,92;0,00;
149;0;100;0;0,00;11,92;0,00;
150;0;100;0;0,00;11,92;0,00;
151;0;100;0;0,00;11,92;0,00;
152;0;100;0;0,00;11,92;0,00;
153;0;100;0;0,00;11,92;0,00;
154;0;100;0;0,00;11,92;0,00;
155;0;100;0;0,00;11,92;0,00;
156;0;100;0;0,00;11,92;0,00;
157;0;100;0;0,00;11,92;0,00;
158;0;100;0;0,00;11,92;0,00;
159;0;100;0;0,00;11,92;0,00;
160;0;100;0;0,00;11,92;0,00;
161;0;100;0;0,00;11,92;0,00;
162;0;100;0;0,00;11,92;0,00;
163;0;100;0;0,00;11,92;0,00;
164;0;100;0;0,00;11,92;0,00;
165;0;100;0;0,00;11,92;0,00;
166;0;100;0;0,00;11,92;0,00;
167;0;100;0;0,00;11,92;0,00;
168;0;100;0;0,00;11,92;0,00;
169;0;100;0;0,00;11,92;0,00;
170;0;100;0;0,00;11,92;0,00;
171;0;100;0;0,00;11,92;0,00;
172;0;100;0;0,00;11,92;0,00;
173;0;100;0;0,00;11,92;0,00;
174;0;100;0;0,00;11,92;0,00;
